date,Bafin,Bitcoin,isPartial
2018-02-10,0,100,False
2018-02-11,0,92,False
2018-02-12,0,100,False
2018-02-13,0,92,False
2018-02-14,0,91,False
2018-02-15,0,99,False
2018-02-16,0,90,False
2018-02-17,0,84,False
2018-02-18,0,91,False
2018-02-19,0,78,False
2018-02-20,0,91,False
2018-02-21,0,92,False
2018-02-22,0,78,False
2018-02-23,0,69,False
2018-02-24,0,61,False
2018-02-25,0,61,False
2018-02-26,0,69,False
2018-02-27,0,78,False
2018-02-28,0,72,False
2018-03-01,0,66,False
2018-03-02,0,62,False
