date,SEC,Bitcoin,isPartial
2017-12-01,6,39,False
2017-12-02,11,30,False
2017-12-03,8,31,False
2017-12-04,5,35,False
2017-12-05,5,36,False
2017-12-06,5,47,False
2017-12-07,5,100,False
2017-12-08,4,84,False
2017-12-09,4,61,False
2017-12-10,4,55,False
2017-12-11,4,67,False
2017-12-12,4,66,False
2017-12-13,4,55,False
2017-12-14,4,48,False
2017-12-15,4,41,False
2017-12-16,4,44,False
2017-12-17,4,50,False
2017-12-18,4,47,False
2017-12-19,4,53,False
2017-12-20,4,69,False
2017-12-21,4,55,False
